iter	RMSE
1513	0.3608690837
1514	0.3608642147
1515	0.360848913
1516	0.360843747
1517	0.3608364907
1518	0.3608246379
1519	0.3608132953
1520	0.360808273
1521	0.3608012289
1522	0.3607930631
1523	0.3607896103
1524	0.360777967
1525	0.3607730407
1526	0.360760631
1527	0.3607547498
1528	0.3607507945
1529	0.3607470793
1530	0.3607371862
1531	0.3607328753
1532	0.3607260075
1533	0.3607224846
1534	0.3607125796
1535	0.3607086709
1536	0.3607030504
1537	0.3606971873
1538	0.3606925923
1539	0.3606833955
1540	0.3606760092
1541	0.3606714546
1542	0.3606637986
1543	0.3606586523
1544	0.360654014
1545	0.3606355052
1546	0.360625327
1547	0.3606176515
1548	0.3606127233
1549	0.3606066638
1550	0.360601379
1551	0.3605859652
1552	0.3605756564
1553	0.3605694916
1554	0.360557835
1555	0.3605533363
1556	0.3605434506
1557	0.360539882
1558	0.3605357523
1559	0.3605297538
1560	0.3605269911
1561	0.3605207043
1562	0.3605107809
1563	0.3605060605
1564	0.3605003364
1565	0.3604987924
1566	0.3604929054
1567	0.3604811917
1568	0.3604701272
1569	0.3604630452
1570	0.3604581442
1571	0.3604518856
1572	0.3604458634
1573	0.36043975
1574	0.3604354858
1575	0.3604324043
1576	0.3604219762
1577	0.3604137755
1578	0.3604077327
1579	0.3604036647
1580	0.3603998575
1581	0.3603906814
1582	0.3603814884
1583	0.3603753755
1584	0.3603659718
1585	0.3603543716
1586	0.3603456979
1587	0.3603406507
1588	0.3603361304
1589	0.3603320354
1590	0.3603208791
1591	0.3603158949
1592	0.3603082192
1593	0.3603019635
1594	0.36029383
1595	0.360286559
1596	0.3602802424
1597	0.3602749864
1598	0.3602714475
1599	0.360266643
1600	0.3602572395
1601	0.3602484777
1602	0.3602448672
1603	0.3602370249
1604	0.3602307614
1605	0.3602242836
1606	0.3602203015
1607	0.3602158203
1608	0.3602100814
1609	0.3601980946
1610	0.3601902266
1611	0.3601873064
1612	0.3601799761
1613	0.3601744379
1614	0.3601723628
1615	0.3601644972
1616	0.3601571693
1617	0.3601516344
1618	0.3601482018
1619	0.3601431202
1620	0.3601361678
1621	0.3601318484
1622	0.3601198932
1623	0.3601143045
1624	0.3601098014
1625	0.3600974029
1626	0.360090286
1627	0.3600745751
1628	0.3600712656
1629	0.3600599157
1630	0.3600531422
1631	0.3600404081
1632	0.3600302089
1633	0.3600209092
1634	0.3600139948
1635	0.3600123046
1636	0.3600049374
1637	0.3599990867
1638	0.3599921789
1639	0.3599816442
1640	0.3599778284
1641	0.3599717109
1642	0.3599651579
1643	0.3599572969
1644	0.3599544218
1645	0.3599516761
1646	0.3599471731
1647	0.3599425251
1648	0.3599373281
1649	0.3599313461
1650	0.3599262418
1651	0.3599240087
1652	0.3599220985
1653	0.3599166379
1654	0.3599117217
1655	0.3599077157
1656	0.3598995635
1657	0.3598979652
1658	0.3598854882
1659	0.359883439
1660	0.3598783562
1661	0.3598732476
1662	0.359869414
1663	0.3598607133
1664	0.3598529199
1665	0.3598467193
1666	0.3598328804
1667	0.3598273376
1668	0.3598123969
1669	0.3598058896
1670	0.3598009162
1671	0.359798952
1672	0.359796205
1673	0.3597854163
1674	0.3597799525
1675	0.3597775941
1676	0.3597716835
1677	0.3597675382
1678	0.3597640177
1679	0.3597571064
1680	0.3597448159
1681	0.3597256504
1682	0.3597215672
1683	0.3597060897
1684	0.3597013309
1685	0.3596945472
1686	0.3596843128
1687	0.359679691
1688	0.3596725557
1689	0.359659966
1690	0.3596512374
1691	0.3596465729
1692	0.3596368829
1693	0.3596339604
1694	0.3596295459
1695	0.3596200074
1696	0.3596151719
1697	0.3596076485
1698	0.3595983107
1699	0.3595932308
1700	0.3595852166
1701	0.3595793589
1702	0.3595735113
1703	0.3595693023
1704	0.3595655982
1705	0.3595592551
1706	0.3595555357
1707	0.3595410399
1708	0.3595311698
1709	0.35952499
1710	0.3595162244
1711	0.3595077405
1712	0.3595024329
1713	0.3594967225
1714	0.3594903526
1715	0.3594841865
1716	0.359480813
1717	0.3594766196
1718	0.3594726049
1719	0.3594664723
1720	0.3594560921
1721	0.3594527551
1722	0.3594438887
1723	0.3594335302
1724	0.3594315544
1725	0.3594247329
1726	0.3594193969
1727	0.359413939
1728	0.3594068871
1729	0.3594021967
1730	0.3593994881
1731	0.3593919211
1732	0.3593873657
1733	0.3593806069
1734	0.3593755158
1735	0.3593692485
1736	0.359365464
1737	0.3593600272
1738	0.3593538647
1739	0.3593484965
1740	0.3593453154
1741	0.3593386878
1742	0.3593333731
1743	0.3593284216
1744	0.3593229003
1745	0.3593170562
1746	0.3593118904
1747	0.3593090022
1748	0.359300452
1749	0.3592943398
1750	0.3592871357
1751	0.3592818411
1752	0.3592785047
1753	0.3592739285
1754	0.3592685101
1755	0.3592623425
1756	0.3592554162
1757	0.3592500746
1758	0.3592375791
1759	0.3592351429
1760	0.3592292834
1761	0.3592209087
1762	0.3592134469
1763	0.359208314
1764	0.3592049241
1765	0.3592002664
1766	0.3591910624
1767	0.3591847289
1768	0.3591804324
1769	0.3591754631
1770	0.3591720982
1771	0.3591691401
1772	0.3591576652
1773	0.3591509463
1774	0.3591448286
1775	0.3591415825
1776	0.3591345289
1777	0.3591304929
1778	0.3591280551
1779	0.3591237625
1780	0.3591155622
1781	0.3591055289
1782	0.3590964411
1783	0.3590901106
1784	0.3590827807
1785	0.3590746412
1786	0.3590717487
1787	0.3590630641
1788	0.3590574134
1789	0.3590541258
1790	0.359047096
1791	0.3590389299
1792	0.3590331033
1793	0.3590256973
1794	0.3590184072
1795	0.3590138312
1796	0.3590099699
1797	0.3590030211
1798	0.3589992523
1799	0.3589865256
1800	0.3589763581
1801	0.3589715387
1802	0.358959098
1803	0.3589529215
1804	0.3589485951
1805	0.3589464505
1806	0.3589409798
1807	0.3589368531
1808	0.3589316422
1809	0.3589266268
1810	0.3589157032
1811	0.3589007177
1812	0.358898114
1813	0.3588935205
1814	0.3588891689
1815	0.3588837215
1816	0.3588780456
1817	0.3588740713
1818	0.3588697831
1819	0.3588619074
1820	0.3588572258
1821	0.3588509366
1822	0.3588453961
1823	0.3588386055
1824	0.3588297268
1825	0.3588260047
1826	0.3588236528
1827	0.3588191501
1828	0.3588150673
1829	0.3588069097
1830	0.3587995724
1831	0.3587852135
1832	0.3587808609
1833	0.358774967
1834	0.358769197
1835	0.358758708
1836	0.3587557809
1837	0.3587534596
1838	0.3587469286
1839	0.3587380431
1840	0.3587347365
1841	0.3587211353
1842	0.3587168783
1843	0.3587128686
1844	0.3587053069
1845	0.3587013765
1846	0.3586983047
1847	0.3586928083
1848	0.3586825424
1849	0.3586747351
1850	0.3586701946
1851	0.3586656286
1852	0.3586571246
1853	0.358650556
1854	0.3586393045
1855	0.3586355086
1856	0.3586320915
1857	0.3586267324
1858	0.3586215781
1859	0.3586176027
1860	0.3586109301
1861	0.3586028827
1862	0.3585946109
1863	0.3585820939
1864	0.3585759392
1865	0.358573442
1866	0.3585680375
1867	0.3585650097
1868	0.358560728
1869	0.3585541196
1870	0.3585461297
1871	0.3585374635
1872	0.3585297015
1873	0.3585202128
1874	0.358517156
1875	0.3585142113
1876	0.3585083954
1877	0.3585048035
1878	0.3585019897
1879	0.3584942185
1880	0.3584904055
1881	0.3584774724
1882	0.3584709118
1883	0.3584678607
1884	0.3584628103
1885	0.3584549777
1886	0.3584463392
1887	0.3584388685
1888	0.3584293243
1889	0.3584192571
1890	0.3584058181
1891	0.3584027049
1892	0.358396402
1893	0.3583900005
1894	0.3583851734
1895	0.3583813491
1896	0.3583787476
1897	0.3583734057
1898	0.3583679072
1899	0.3583623415
1900	0.3583549036
1901	0.3583458465
1902	0.3583427145
1903	0.3583346878
1904	0.3583294265
1905	0.3583192018
1906	0.3583115495
1907	0.3583090108
1908	0.3583004579
1909	0.3582951818
1910	0.3582931059
1911	0.358288109
1912	0.3582831669
1913	0.358274499
1914	0.358270549
1915	0.3582687017
1916	0.3582575002
1917	0.35824723
1918	0.3582402456
1919	0.3582350328
1920	0.3582286194
1921	0.3582242232
1922	0.3582195438
1923	0.358216234
1924	0.3582120386
1925	0.358207541
1926	0.3582021653
1927	0.3581928136
1928	0.3581881304
1929	0.3581846745
1930	0.3581777083
1931	0.3581672527
1932	0.3581547139
1933	0.3581459817
1934	0.3581422994
1935	0.3581384595
1936	0.3581356967
1937	0.3581305842
1938	0.3581215224
1939	0.3581197773
1940	0.3581123682
1941	0.3581081503
1942	0.3581015438
1943	0.3580973786
1944	0.3580929928
1945	0.3580820222
1946	0.3580779139
1947	0.3580694815
1948	0.3580658918
1949	0.358060163
1950	0.3580541233
1951	0.3580485568
1952	0.3580413877
1953	0.3580315061
1954	0.3580244319
1955	0.3580200068
1956	0.3580157027
1957	0.3580076707
1958	0.3580033795
1959	0.3579939715
1960	0.3579916605
1961	0.3579765573
1962	0.3579709386
1963	0.3579679404
1964	0.3579633892
1965	0.3579575004
1966	0.3579489493
1967	0.3579456367
1968	0.3579401264
1969	0.3579333151
1970	0.3579269405
1971	0.3579194481
1972	0.3579136267
1973	0.3579070434
1974	0.3578994564
1975	0.3578942006
1976	0.3578894054
1977	0.35788031
1978	0.3578690139
1979	0.3578607411
1980	0.3578581906
1981	0.3578517567
1982	0.3578438291
1983	0.3578401552
1984	0.3578359858
1985	0.3578330168
1986	0.3578260738
1987	0.3578174847
1988	0.3578124814
1989	0.3578088791
1990	0.3578026468
1991	0.3577941984
1992	0.3577879131
1993	0.3577848757
1994	0.3577736576
1995	0.3577661589
1996	0.3577608716
1997	0.3577541368
1998	0.3577517197
1999	0.3577470917
2000	0.3577394085
2001	0.357723643
2002	0.3577217528
2003	0.3577183246
2004	0.3577107003
2005	0.3577076317
2006	0.3577043474
2007	0.3576963768
2008	0.3576932937
2009	0.3576869157
2010	0.3576814758
2011	0.3576739103
2012	0.3576689661
2013	0.3576600061
2014	0.3576542971
2015	0.357645174
2016	0.3576336749
2017	0.3576279395
2018	0.3576232876
2019	0.357619544
2020	0.357615169
2021	0.3576068542
2022	0.3576045039
2023	0.3575970768
2024	0.3575907627
2025	0.357580269
2026	0.3575776435
2027	0.3575736178
2028	0.3575616183
2029	0.357558154
2030	0.3575545217
2031	0.3575510088
2032	0.3575445651
2033	0.3575361459
2034	0.3575225895
2035	0.3575172194
2036	0.3575088903
2037	0.3574995872
2038	0.3574974387
2039	0.3574948993
2040	0.3574922251
2041	0.3574839192
2042	0.3574786972
2043	0.3574733514
2044	0.3574649166
2045	0.3574611877
2046	0.3574573796
2047	0.3574540004
2048	0.3574497235
2049	0.3574482855
2050	0.3574389865
2051	0.35743149
2052	0.3574245053
2053	0.357421358
2054	0.3574156589
2055	0.3574072305
2056	0.3574016364
2057	0.3573923951
2058	0.3573808714
2059	0.3573707872
2060	0.3573649587
2061	0.3573571702
2062	0.357350942
2063	0.357341975
2064	0.3573377293
2065	0.3573315348
2066	0.3573277671
2067	0.3573247904
2068	0.3573154645
2069	0.3573122767
2070	0.3573038048
2071	0.3573016825
2072	0.3572942359
2073	0.3572855893
2074	0.3572801665
2075	0.3572771118
2076	0.3572737598
2077	0.3572614319
2078	0.3572601378
2079	0.3572567978
2080	0.3572513267
2081	0.3572483199
2082	0.3572428835
2083	0.3572346234
2084	0.3572278621
2085	0.3572207081
2086	0.3572169438
2087	0.3572132301
2088	0.3572107427
2089	0.3572054734
2090	0.3571978119
2091	0.357192077
2092	0.3571862764
2093	0.3571831921
2094	0.3571724569
2095	0.3571698097
2096	0.3571608671
2097	0.3571548365
2098	0.3571510716
2099	0.3571465719
2100	0.3571409816
2101	0.3571361206
2102	0.3571325727
2103	0.3571265093
2104	0.3571217517
2105	0.357119616
2106	0.357115394
2107	0.3571087009
2108	0.3571023508
2109	0.3570971524
2110	0.3570925823
2111	0.3570886541
2112	0.3570770006
2113	0.3570643143
2114	0.3570572221
2115	0.3570530591
2116	0.3570482038
2117	0.3570398273
2118	0.3570370167
2119	0.3570332587
2120	0.3570225704
2121	0.3570166957
2122	0.3570128371
2123	0.357009697
2124	0.3570059743
2125	0.3569986159
2126	0.3569953077
2127	0.3569873883
2128	0.3569792878
2129	0.3569695029
2130	0.3569674698
2131	0.3569617377
2132	0.3569589796
2133	0.3569564746
2134	0.3569490474
2135	0.3569462342
2136	0.3569429118
2137	0.3569353729
2138	0.3569281794
2139	0.3569159605
2140	0.3569109615
2141	0.3569039579
2142	0.3569004723
2143	0.3568971722
2144	0.3568936715
2145	0.3568877766
2146	0.3568812718
2147	0.3568768197
2148	0.3568656556
2149	0.3568632766
2150	0.3568567695
2151	0.3568536678
2152	0.3568484955
2153	0.3568420017
2154	0.3568299124
2155	0.3568271347
2156	0.3568174729
2157	0.356813458
2158	0.3568106607
2159	0.3568032416
2160	0.3567953075
2161	0.3567908878
2162	0.3567857326
2163	0.3567796829
2164	0.3567725373
2165	0.3567661098
2166	0.3567627828
2167	0.3567577179
2168	0.3567526398
2169	0.3567472827
2170	0.3567424606
2171	0.3567306555
2172	0.3567240024
2173	0.3567175594
2174	0.3567161168
2175	0.3567093673
2176	0.3567045622
2177	0.3566987909
2178	0.3566948082
2179	0.3566914793
2180	0.35668587
2181	0.3566756268
2182	0.3566639081
2183	0.3566570886
2184	0.3566531997
2185	0.3566453269
2186	0.3566375486
2187	0.3566360917
2188	0.3566346911
2189	0.3566313377
2190	0.3566254265
2191	0.3566132622
2192	0.3566111636
2193	0.3566064443
2194	0.3566008016
2195	0.3565986896
2196	0.3565936314
2197	0.356590935
2198	0.3565868039
2199	0.3565821686
2200	0.3565786352
2201	0.3565762005
2202	0.3565708368
2203	0.3565650761
2204	0.3565580821
2205	0.3565536897
2206	0.3565502527
2207	0.3565457737
2208	0.3565398611
2209	0.3565301726
2210	0.3565203781
2211	0.3565155124
2212	0.356507843
2213	0.3565041095
2214	0.3564978961
2215	0.3564946989
2216	0.3564876682
2217	0.3564809881
2218	0.3564689696
2219	0.3564616444
2220	0.3564576052
2221	0.3564518071
2222	0.3564485288
2223	0.3564418177
2224	0.356438978
2225	0.3564294474
2226	0.3564243639
2227	0.3564151308
2228	0.3564117477
2229	0.3564088456
2230	0.3564038803
2231	0.3563929292
2232	0.3563841954
2233	0.356378715
2234	0.3563692979
2235	0.3563658077
2236	0.3563616007
2237	0.3563537114
2238	0.3563503481
2239	0.3563445301
2240	0.356341211
2241	0.3563378907
2242	0.3563335119
2243	0.3563304049
2244	0.3563225221
2245	0.3563198993
2246	0.3563093529
2247	0.3563065225
2248	0.3563039022
2249	0.3562968981
2250	0.3562922215
2251	0.3562900182
2252	0.3562850308
2253	0.3562791583
2254	0.3562705914
2255	0.3562675364
2256	0.3562640377
2257	0.3562583577
2258	0.3562559352
2259	0.3562508548
2260	0.3562439221
2261	0.3562399763
2262	0.3562349658
2263	0.3562271346
2264	0.3562201099
2265	0.356214254
2266	0.3562079113
2267	0.3562043653
2268	0.3561990319
2269	0.3561967258
2270	0.3561913298
2271	0.35618662
2272	0.3561841489
2273	0.3561824592
2274	0.3561783188
2275	0.3561747084
2276	0.3561726569
2277	0.3561691645
2278	0.3561635744
2279	0.3561605541
2280	0.3561551791
2281	0.3561479452
2282	0.3561427798
2283	0.3561390022
2284	0.3561354506
2285	0.3561290215
2286	0.356122267
2287	0.3561164205
2288	0.3561095442
2289	0.3561017309
2290	0.3560969841
2291	0.356093913
2292	0.3560882806
2293	0.3560847492
2294	0.3560806772
2295	0.3560723857
2296	0.3560595903
2297	0.3560562167
2298	0.3560499194
2299	0.3560451524
2300	0.3560388894
2301	0.3560291672
2302	0.3560242716
2303	0.3560186842
2304	0.3560126391
2305	0.3560037314
2306	0.3559970421
2307	0.3559864785
2308	0.355978397
2309	0.3559671848
2310	0.3559637601
2311	0.3559576087
2312	0.355954214
2313	0.3559484159
2314	0.3559452258
2315	0.3559388731
2316	0.3559335628
2317	0.3559295805
2318	0.3559264554
2319	0.3559219968
2320	0.3559180593
2321	0.355914761
2322	0.3559101067
2323	0.3559041301
2324	0.3559017633
2325	0.3558979606
2326	0.3558950277
2327	0.3558920355
2328	0.355884343
2329	0.3558778195
2330	0.3558746651
2331	0.355870612
2332	0.3558677688
2333	0.3558615672
2334	0.3558539697
2335	0.3558493845
2336	0.355845952
2337	0.3558412013
2338	0.3558365294
2339	0.3558326438
2340	0.3558230751
2341	0.3558201709
2342	0.3558158473
2343	0.3558132271
2344	0.3558083847
2345	0.3557995475
2346	0.3557949529
2347	0.3557927944
2348	0.3557842498
2349	0.3557800188
2350	0.3557761032
2351	0.3557729304
2352	0.3557701439
2353	0.3557622257
2354	0.3557542574
2355	0.3557470976
2356	0.3557423398
2357	0.3557305839
2358	0.3557241933
2359	0.3557200907
2360	0.355712979
2361	0.3557077601
2362	0.3557016491
2363	0.3556953536
2364	0.3556907555
2365	0.3556859179
2366	0.3556835653
2367	0.3556794261
2368	0.3556734827
2369	0.355670302
2370	0.3556658774
2371	0.3556628562
2372	0.3556577067
2373	0.3556514025
2374	0.3556460978
2375	0.3556420984
2376	0.3556380605
2377	0.355631874
2378	0.355627599
2379	0.3556226691
2380	0.3556141594
2381	0.3556087012
2382	0.3556069613
2383	0.3556011632
2384	0.3555971727
2385	0.3555917256
2386	0.3555850325
2387	0.3555784198
2388	0.3555732174
2389	0.35556952
2390	0.3555630451
2391	0.3555590092
2392	0.3555519409
2393	0.3555484798
2394	0.3555422449
2395	0.3555391383
2396	0.3555309878
2397	0.3555273045
2398	0.3555206583
2399	0.3555178911
2400	0.3555112035
2401	0.355507187
2402	0.3555009034
2403	0.3554970033
2404	0.3554951425
2405	0.3554861353
2406	0.355483376
2407	0.3554768929
2408	0.3554703618
2409	0.3554632404
2410	0.355453043
2411	0.3554511964
2412	0.3554485095
2413	0.3554445857
2414	0.3554420657
2415	0.3554341034
2416	0.3554267792
2417	0.3554148058
2418	0.355407185
2419	0.355401807
2420	0.355395993
2421	0.3553909713
2422	0.3553883534
2423	0.3553839141
2424	0.3553725865
2425	0.3553711751
2426	0.3553695111
2427	0.3553644071
2428	0.3553588929
2429	0.3553536667
2430	0.3553482054
2431	0.3553423629
2432	0.3553360335
2433	0.3553302402
2434	0.3553276783
2435	0.3553252811
2436	0.3553188246
2437	0.355314085
2438	0.3553130237
2439	0.3553067191
2440	0.3553026551
2441	0.3552985164
2442	0.3552947715
2443	0.3552853805
2444	0.3552816747
2445	0.3552711044
2446	0.3552693539
2447	0.3552677314
2448	0.3552634609
2449	0.3552596749
2450	0.3552490896
2451	0.3552465946
2452	0.3552439983
2453	0.3552410212
2454	0.3552329982
2455	0.3552299503
2456	0.3552204064
2457	0.3552164991
2458	0.3552109518
2459	0.355206342
2460	0.3552029116
2461	0.3551967048
2462	0.3551950207
2463	0.3551927541
2464	0.3551840488
2465	0.3551808222
2466	0.355178118
2467	0.3551733582
2468	0.3551698125
2469	0.3551658985
2470	0.3551605449
2471	0.3551576211
2472	0.355154798
2473	0.3551486655
2474	0.3551406419
2475	0.3551354265
2476	0.3551333261
2477	0.3551293727
2478	0.3551224625
2479	0.3551159706
2480	0.3551123619
2481	0.3551073607
2482	0.3550964589
2483	0.3550933145
2484	0.3550857754
2485	0.3550800526
2486	0.3550742622
2487	0.355065403
2488	0.3550612177
2489	0.3550578708
2490	0.3550534622
2491	0.3550480626
2492	0.355040776
2493	0.3550367478
2494	0.3550303477
2495	0.3550242903
2496	0.3550194922
2497	0.3550136369
2498	0.3550102123
2499	0.3550024669
2500	0.3549975402
2501	0.354992796
2502	0.3549876725
2503	0.3549808461
2504	0.3549746728
2505	0.3549709394
2506	0.3549687123
2507	0.3549668742
2508	0.3549649473
2509	0.3549597388
2510	0.3549569234
2511	0.3549529243
2512	0.3549490357
2513	0.3549398059
2514	0.3549346887
2515	0.3549273223
2516	0.3549255131
2517	0.3549167606
2518	0.3549116927
2519	0.3549082065
2520	0.3549065783
2521	0.3549010033
2522	0.3548968182
2523	0.3548951911
2524	0.3548921348
2525	0.3548897797
2526	0.3548807553
2527	0.3548783646
2528	0.3548714105
2529	0.3548615524
2530	0.3548540741
2531	0.3548470583
2532	0.3548385836
2533	0.3548360242
2534	0.3548330088
2535	0.3548270854
2536	0.3548196842
2537	0.3548168829
2538	0.354807702
2539	0.3548003611
2540	0.35479447
2541	0.354791034
2542	0.3547878398
2543	0.3547835061
2544	0.3547798423
2545	0.3547695797
2546	0.354767022
2547	0.3547630215
2548	0.3547595838
2549	0.3547559191
2550	0.3547495624
2551	0.3547465649
2552	0.3547425456
2553	0.3547323685
2554	0.3547284627
2555	0.3547236207
2556	0.3547207659
2557	0.3547184832
2558	0.3547145414
2559	0.3547080147
2560	0.3546990963
2561	0.3546959111
2562	0.3546865344
2563	0.3546792255
2564	0.3546769106
2565	0.3546721033
2566	0.3546701428
2567	0.3546675523
2568	0.3546655149
2569	0.354663086
2570	0.3546585852
2571	0.3546539705
2572	0.3546517223
2573	0.3546485941
2574	0.3546467933
2575	0.35464301
2576	0.3546380767
2577	0.3546359914
2578	0.3546341834
2579	0.3546305362
2580	0.3546235047
2581	0.3546129039
2582	0.3546055111
2583	0.3545997766
2584	0.3545926172
2585	0.3545849939
2586	0.3545831876
2587	0.3545753952
2588	0.3545673884
2589	0.3545637468
2590	0.3545590318
2591	0.3545564725
2592	0.3545550355
2593	0.3545521892
2594	0.3545450552
2595	0.3545415578
2596	0.3545385882
2597	0.3545359388
2598	0.354525451
2599	0.3545220038
2600	0.3545164919
2601	0.3545148164
2602	0.3545116955
2603	0.3545088101
2604	0.3545044342
2605	0.3545008926
2606	0.3544907945
2607	0.3544877482
2608	0.3544829929
2609	0.3544758147
2610	0.354470389
2611	0.3544628891
2612	0.3544537552
2613	0.3544520897
2614	0.3544500655
2615	0.3544464262
2616	0.3544420273
2617	0.3544329211
2618	0.3544288284
2619	0.3544213899
2620	0.3544124577
2621	0.3544048672
2622	0.3543988673
2623	0.354395295
2624	0.354389203
2625	0.3543852095
2626	0.3543803751
2627	0.3543765132
2628	0.3543722136
2629	0.3543677145
2630	0.3543642538
2631	0.3543610115
2632	0.3543585698
2633	0.3543525437
2634	0.3543492067
2635	0.3543435457
2636	0.3543384178
2637	0.354330588
2638	0.3543287033
2639	0.3543263253
2640	0.3543210717
2641	0.3543159354
2642	0.3543129056
2643	0.3543075217
2644	0.3543019989
2645	0.3542976715
2646	0.3542941955
2647	0.3542881214
2648	0.3542812187
2649	0.3542772085
2650	0.3542736363
2651	0.3542699277
2652	0.354265408
2653	0.3542612141
2654	0.3542575371
2655	0.3542543436
2656	0.3542521527
2657	0.3542483877
2658	0.3542439966
2659	0.3542406819
2660	0.3542354121
2661	0.3542299707
2662	0.3542244752
2663	0.3542200192
2664	0.3542188147
2665	0.3542167889
2666	0.354214815
2667	0.3542090618
2668	0.354202781
2669	0.3541983453
2670	0.3541945089
2671	0.354187556
2672	0.3541845005
2673	0.3541767363
2674	0.3541691455
2675	0.3541626826
2676	0.3541602027
2677	0.3541573537
2678	0.3541546184
2679	0.35414977
2680	0.3541420236
2681	0.3541380842
2682	0.3541313834
2683	0.3541271863
2684	0.3541207658
2685	0.3541103068
2686	0.3541065643
2687	0.3541002891
2688	0.3540980437
2689	0.3540953691
2690	0.3540889431
2691	0.3540849496
2692	0.3540812582
2693	0.3540766611
2694	0.3540759413
2695	0.3540733683
2696	0.354065645
2697	0.354060392
2698	0.3540559421
2699	0.3540509139
2700	0.3540447746
2701	0.3540431223
2702	0.3540407087
2703	0.3540358507
2704	0.3540329355
2705	0.3540280405
2706	0.3540259049
2707	0.3540217842
2708	0.3540185995
2709	0.3540136241
2710	0.3540087707
2711	0.3540060294
2712	0.3540030296
2713	0.3539976533
2714	0.3539934826
2715	0.3539915672
2716	0.3539864875
2717	0.353981934
2718	0.3539755604
2719	0.353969676
2720	0.3539662173
2721	0.3539613004
2722	0.3539551572
2723	0.3539505596
2724	0.353948667
2725	0.3539416092
2726	0.353941146
2727	0.3539347967
2728	0.3539292305
2729	0.3539268248
2730	0.3539201614
2731	0.3539150118
2732	0.3539112863
2733	0.3539046679
2734	0.3539009382
2735	0.3538989449
2736	0.3538956025
2737	0.3538936782
2738	0.3538913251
2739	0.3538828373
2740	0.3538776289
2741	0.3538748552
2742	0.3538702437
2743	0.3538658358
2744	0.3538617759
2745	0.3538582695
2746	0.3538552079
2747	0.353851416
2748	0.3538447586
2749	0.353841831
2750	0.3538402193
2751	0.3538359112
2752	0.3538314281
2753	0.3538211295
2754	0.3538186216
2755	0.3538166891
2756	0.3538092295
2757	0.3538052832
2758	0.3538008942
2759	0.3537916035
2760	0.3537889965
2761	0.3537788777
2762	0.3537770675
2763	0.3537735137
2764	0.353770169
2765	0.3537675456
2766	0.3537617206
2767	0.3537539057
2768	0.3537514909
2769	0.3537473495
2770	0.3537450349
2771	0.3537341883
2772	0.3537303916
2773	0.3537284578
2774	0.3537232103
2775	0.3537210786
2776	0.3537154879
2777	0.3537117911
2778	0.3537088004
2779	0.3537050963
2780	0.3537013001
2781	0.3536977447
2782	0.3536937578
2783	0.353689025
2784	0.3536865015
2785	0.3536853784
2786	0.3536813013
2787	0.3536751251
2788	0.3536728819
2789	0.3536649892
2790	0.3536600091
2791	0.3536573969
2792	0.3536541265
2793	0.3536492968
2794	0.3536437688
2795	0.3536386506
2796	0.3536364195
2797	0.3536345756
2798	0.3536282863
2799	0.353626828
2800	0.3536242868
2801	0.3536191678
2802	0.3536145346
2803	0.3536134048
2804	0.3536108132
2805	0.3536074345
2806	0.353605668
2807	0.3536032172
2808	0.3535984193
2809	0.3535917183
2810	0.3535885123
2811	0.3535850374
2812	0.3535781914
2813	0.3535711906
2814	0.3535603835
2815	0.3535556623
2816	0.3535489446
2817	0.3535469291
2818	0.3535376735
2819	0.3535351964
2820	0.3535306349
2821	0.3535259619
2822	0.3535235363
2823	0.3535190116
2824	0.3535172221
2825	0.3535149826
2826	0.353510933
2827	0.3535027327
2828	0.353499117
2829	0.3534922085
2830	0.3534900177
2831	0.3534832786
2832	0.3534771731
2833	0.3534721868
2834	0.3534649546
2835	0.3534595116
2836	0.3534562733
2837	0.3534481569
2838	0.3534456725
2839	0.3534420829
2840	0.3534396162
2841	0.3534355959
2842	0.3534332106
2843	0.3534254946
2844	0.3534200101
2845	0.3534158443
2846	0.3534133934
2847	0.3534110252
2848	0.35340974
2849	0.3534073703
2850	0.353400813
2851	0.3533959757
2852	0.3533880073
2853	0.3533851129
2854	0.3533811879
2855	0.3533781134
2856	0.3533751956
2857	0.3533728044
2858	0.3533689249
2859	0.3533663268
2860	0.3533641583
2861	0.3533619742
2862	0.3533585095
2863	0.3533564239
2864	0.3533534986
2865	0.3533479067
2866	0.3533426738
2867	0.3533352747
2868	0.353330346
2869	0.3533280371
2870	0.3533232858
2871	0.3533205881
2872	0.3533175344
2873	0.353315189
2874	0.3533111263
2875	0.3533099848
2876	0.3533075963
2877	0.3533059616
2878	0.353301854
2879	0.3532972408
2880	0.3532919435
2881	0.3532849267
2882	0.3532814837
2883	0.3532765595
2884	0.353270199
2885	0.3532677723
2886	0.3532667326
2887	0.353263857
2888	0.3532568148
2889	0.353254674
2890	0.3532524214
2891	0.3532505479
2892	0.3532486454
2893	0.3532425247
2894	0.35324077
2895	0.3532341913
2896	0.3532306212
2897	0.3532269348
2898	0.353221929
2899	0.3532201487
2900	0.3532151196
2901	0.3532075591
2902	0.3532044301
2903	0.3531993222
2904	0.3531943938
2905	0.3531920113
2906	0.353189948
2907	0.3531868456
2908	0.3531822237
2909	0.3531766741
2910	0.3531736826
2911	0.3531699393
2912	0.3531657453
2913	0.3531607469
2914	0.353156394
2915	0.3531516241
2916	0.3531482208
2917	0.3531421306
2918	0.3531385856
2919	0.353133369
2920	0.3531294816
2921	0.3531273496
2922	0.3531227019
2923	0.3531193774
2924	0.3531170321
2925	0.3531129069
