iter	RMSE
306	0.3742878346
307	0.3742638105
308	0.3742394347
309	0.3742159594
310	0.3741899033
311	0.3741598571
312	0.3741353238
313	0.3741071456
314	0.3740851969
315	0.3740601777
316	0.3740320727
317	0.3740061463
318	0.3739799424
319	0.3739565012
320	0.3739331826
321	0.3739187317
322	0.3738944619
323	0.373872329
324	0.3738468632
325	0.373823033
326	0.373801944
327	0.3737768482
328	0.373750236
329	0.3737302524
330	0.3737022941
331	0.3736785275
332	0.3736539575
333	0.3736268145
334	0.3736024649
335	0.3735788533
336	0.3735571681
337	0.3735366627
338	0.3735157655
339	0.3734962182
340	0.3734740643
341	0.3734467281
342	0.3734264211
343	0.3734102999
344	0.3733887034
345	0.3733712579
346	0.3733523009
347	0.3733294139
348	0.3733003773
349	0.3732789696
350	0.3732513397
351	0.3732318265
352	0.3732136513
353	0.3731972304
354	0.373182071
355	0.373163643
356	0.3731484696
357	0.3731315365
358	0.3731153741
359	0.3730992799
360	0.3730772888
361	0.3730498796
362	0.3730292811
363	0.3730123961
364	0.3729972653
365	0.3729781636
366	0.3729649397
367	0.3729491214
368	0.3729330022
369	0.3729158456
370	0.3728916187
371	0.3728762496
372	0.3728630396
373	0.3728471067
374	0.3728278926
375	0.3728101384
376	0.3727904291
377	0.3727723348
378	0.3727559254
379	0.3727358065
380	0.3727187502
381	0.3727021701
382	0.3726743998
383	0.3726533371
384	0.3726390758
385	0.3726243655
386	0.3726045786
387	0.3725844979
388	0.3725634679
389	0.3725412146
390	0.3725298741
391	0.3725124573
392	0.3724985298
393	0.3724837124
394	0.3724647192
395	0.3724531539
396	0.372438532
397	0.3724254681
398	0.372406863
399	0.3723938799
400	0.3723780294
401	0.3723633322
402	0.372351336
403	0.3723383534
404	0.3723238929
405	0.3723054013
406	0.3722888454
407	0.3722669238
408	0.3722441865
409	0.3722284417
410	0.3722113918
411	0.3721976516
412	0.3721739539
413	0.3721610704
414	0.372149588
415	0.372135865
416	0.3721177789
417	0.3721005605
418	0.3720865798
419	0.372068305
420	0.3720559913
421	0.3720407484
422	0.3720302184
423	0.3720172237
424	0.3719966862
425	0.3719820735
426	0.3719672744
427	0.3719492832
428	0.3719338607
429	0.3719193726
430	0.3719051879
431	0.3718955568
432	0.371875285
433	0.371856951
434	0.3718399747
435	0.3718304206
436	0.3718157285
437	0.3717985283
438	0.3717803599
439	0.3717630873
440	0.37175155
441	0.3717356359
442	0.3717180718
443	0.3717043181
444	0.3716881918
445	0.37167465
446	0.3716645839
447	0.3716433318
448	0.3716277055
449	0.3716126858
450	0.3715977636
451	0.3715782175
452	0.3715532886
453	0.3715421218
454	0.3715281965
455	0.3715163293
456	0.3715037526
457	0.3714932936
458	0.3714767598
459	0.3714658901
460	0.3714496556
461	0.3714359251
462	0.3714186734
463	0.3714091992
464	0.3713987332
465	0.3713836814
466	0.371366888
467	0.3713567823
468	0.3713441236
469	0.3713285969
470	0.3713213195
471	0.3713064032
472	0.3712920798
473	0.3712738286
474	0.3712662756
475	0.3712517075
476	0.3712410513
477	0.3712221882
478	0.3712014299
479	0.3711845803
480	0.3711603204
481	0.3711425602
482	0.3711303457
483	0.3711169025
484	0.3711032499
485	0.3710923214
486	0.3710785011
487	0.3710664529
488	0.3710541493
489	0.3710424423
490	0.3710310231
491	0.3710180802
492	0.3710029876
493	0.370991614
494	0.3709810649
495	0.3709701579
496	0.3709569803
497	0.3709450521
498	0.3709328076
499	0.3709216068
500	0.3709088157
501	0.3708954806
502	0.3708788557
503	0.3708686431
504	0.3708516739
505	0.3708417508
506	0.3708275858
507	0.3708154438
508	0.3708050794
509	0.3707953604
510	0.3707790977
511	0.3707687193
512	0.3707595221
513	0.3707484294
514	0.3707337865
515	0.3707191299
516	0.3707095122
517	0.3706991765
518	0.3706903263
519	0.3706754716
520	0.3706588873
521	0.3706435586
522	0.3706265826
523	0.370611903
524	0.3706001483
525	0.3705799319
526	0.3705696576
527	0.3705588998
528	0.3705479744
529	0.3705385407
530	0.3705273258
531	0.3705111863
532	0.3705012831
533	0.3704916696
534	0.3704790975
535	0.3704702755
536	0.3704621351
537	0.3704503217
538	0.370441263
539	0.370431522
540	0.370420048
541	0.3704050308
542	0.3703975453
543	0.3703720872
544	0.3703607136
545	0.3703500584
546	0.3703379517
547	0.3703278915
548	0.3703146951
549	0.3703076926
550	0.3702912374
551	0.370280241
552	0.3702662305
553	0.3702541385
554	0.3702396277
555	0.3702294755
556	0.3702222138
557	0.3702125148
558	0.3702017197
559	0.3701920522
560	0.3701815499
561	0.3701741678
562	0.3701639355
563	0.3701510579
564	0.3701419023
565	0.3701325118
566	0.3701239738
567	0.3701161465
568	0.3701085499
569	0.3701001036
570	0.3700912537
571	0.3700815123
572	0.3700719003
573	0.3700608412
574	0.3700476558
575	0.3700324817
576	0.3700187132
577	0.370011475
578	0.369991749
579	0.3699784391
580	0.3699669836
581	0.3699601721
582	0.3699517667
583	0.3699396458
584	0.3699326545
585	0.3699268832
586	0.3699103968
587	0.3699017692
588	0.369895756
589	0.3698851331
590	0.3698739658
591	0.369865508
592	0.3698481123
593	0.3698303622
594	0.3698168132
595	0.3698042167
596	0.3697966962
597	0.3697878958
598	0.3697816086
599	0.3697693528
600	0.3697617372
601	0.3697511205
602	0.3697394803
603	0.3697327142
604	0.3697180879
605	0.3697031051
606	0.3696916308
607	0.3696668224
608	0.3696584345
609	0.3696442111
610	0.3696326032
611	0.3696178933
612	0.3696133803
613	0.36960557
614	0.369596046
615	0.3695849809
616	0.3695717474
617	0.3695571182
618	0.3695477239
619	0.3695422677
620	0.3695365332
621	0.3695244331
622	0.3695152959
623	0.3695061082
624	0.3694903968
625	0.3694816458
626	0.3694701052
627	0.3694520086
628	0.3694401752
629	0.3694255852
630	0.3694183844
631	0.3694045223
632	0.3693931827
633	0.3693875194
634	0.3693627128
635	0.3693418983
636	0.3693312459
637	0.3693192483
638	0.3693061889
639	0.3692885145
640	0.3692790591
641	0.3692725297
642	0.3692606092
643	0.3692522151
644	0.3692440471
645	0.3692371953
646	0.3692259338
647	0.3692160922
648	0.3692028718
649	0.3691977208
650	0.3691912514
651	0.3691835979
652	0.3691730747
653	0.3691644412
654	0.369150116
655	0.36914361
656	0.3691345363
657	0.3691246196
658	0.369116488
659	0.3690927316
660	0.3690753349
661	0.3690605885
662	0.3690454307
663	0.3690359584
664	0.3690241429
665	0.3690162048
666	0.3690034071
667	0.3689921967
668	0.3689780971
669	0.3689660807
670	0.3689545528
671	0.3689467893
672	0.3689403802
673	0.368932976
674	0.3689248746
675	0.3689141758
676	0.3688984651
677	0.3688841293
678	0.3688703054
679	0.3688581859
680	0.3688440754
681	0.368833071
682	0.3688222397
683	0.3688113875
684	0.3687914379
685	0.3687824769
686	0.368769286
687	0.3687615718
688	0.3687501897
689	0.3687451289
690	0.3687383599
691	0.3687276481
692	0.3687141966
693	0.3687052301
694	0.3686936666
695	0.368683315
696	0.3686691923
697	0.3686523624
698	0.3686417412
699	0.3686307525
700	0.3686236251
701	0.3686104074
702	0.3685970264
703	0.3685824856
704	0.3685726584
705	0.3685591196
706	0.368545932
707	0.3685294551
708	0.3685152863
709	0.3685046428
710	0.3684935697
711	0.3684853978
712	0.3684744188
713	0.368468911
714	0.368461486
715	0.3684540673
716	0.3684418543
717	0.3684324695
718	0.3684226185
719	0.368411992
720	0.3684003731
721	0.3683899028
722	0.3683814289
723	0.3683684475
724	0.3683588158
725	0.3683368067
726	0.3683196763
727	0.3683070277
728	0.3682939277
729	0.3682815763
730	0.3682706503
731	0.3682605598
732	0.3682463593
733	0.3682389429
734	0.3682280588
735	0.3682119033
736	0.36820259
737	0.3681988393
738	0.3681890174
739	0.3681812524
740	0.3681658858
741	0.3681541183
742	0.3681413783
743	0.3681290981
744	0.368124777
745	0.3680995042
746	0.3680888103
747	0.368070588
748	0.3680630076
749	0.3680505999
750	0.3680370362
751	0.3680248705
752	0.3680118115
753	0.3680050127
754	0.3679973608
755	0.3679919117
756	0.3679836375
757	0.3679761552
758	0.3679708583
759	0.3679661484
760	0.367954149
761	0.3679417473
762	0.3679357613
763	0.3679234249
764	0.3679139524
765	0.3679108176
766	0.3678920168
767	0.3678820813
768	0.3678763255
769	0.3678703108
770	0.367852071
771	0.3678345795
772	0.367819551
773	0.3678099283
774	0.3678029077
775	0.3677967216
776	0.3677673771
777	0.3677588359
778	0.3677504362
779	0.3677433785
780	0.3677246932
781	0.3676993358
782	0.3676896034
783	0.3676777781
784	0.3676651637
785	0.3676530129
786	0.3676387094
787	0.3676211021
788	0.3676114021
789	0.3676059911
790	0.3675962061
791	0.3675828015
792	0.3675702005
793	0.3675628342
794	0.3675498685
795	0.3675379456
796	0.3675291496
797	0.3675216318
798	0.3675172241
799	0.3675121638
800	0.3675049255
801	0.3674939101
802	0.3674844677
803	0.3674798556
804	0.3674662283
805	0.3674558077
806	0.367447834
807	0.3674372165
808	0.3674268872
809	0.3674170603
810	0.3674034436
811	0.367398072
812	0.3673865961
813	0.3673765509
814	0.3673671368
815	0.3673397394
816	0.3673156657
817	0.3673047522
818	0.3673013736
819	0.3672899458
820	0.3672785064
821	0.3672656329
822	0.3672421739
823	0.3672326672
824	0.3672248643
825	0.3672202111
826	0.3672115628
827	0.3672014398
828	0.3671839137
829	0.3671752947
830	0.3671593793
831	0.3671504356
832	0.3671395926
833	0.3671196869
834	0.3671043251
835	0.3670949914
836	0.3670860688
837	0.3670720723
838	0.3670619603
839	0.3670463126
840	0.3670286202
841	0.3670247699
842	0.3670133593
843	0.3670009947
844	0.366992619
845	0.3669756881
846	0.3669660126
847	0.3669526185
848	0.3669347342
849	0.3669232691
850	0.3668972542
851	0.3668915062
852	0.366880315
853	0.3668743413
854	0.3668623125
855	0.3668548956
856	0.3668478192
857	0.3668320234
858	0.3668200092
859	0.3668065498
860	0.3667852021
861	0.3667738794
862	0.3667562751
863	0.3667458895
864	0.3667358935
865	0.3667228116
866	0.3667050727
867	0.3666871646
868	0.3666635
869	0.3666596902
870	0.3666506151
871	0.366643866
872	0.3666390127
873	0.3666273488
874	0.3666217245
875	0.3666051149
876	0.3665919265
877	0.3665845244
878	0.3665634294
879	0.3665563557
880	0.3665506548
881	0.3665329966
882	0.366520551
883	0.3665107132
884	0.3665017795
885	0.3664934307
886	0.3664860388
887	0.3664818852
888	0.3664715457
889	0.3664628358
890	0.3664565554
891	0.3664489698
892	0.3664342786
893	0.3664290038
894	0.366412564
895	0.3664055999
896	0.366400297
897	0.3663926229
898	0.3663854454
899	0.3663781754
900	0.36636647
901	0.3663622825
902	0.3663525936
903	0.3663468049
904	0.3663361358
905	0.3663183777
906	0.3663055905
907	0.3662959452
908	0.3662827986
909	0.3662760939
910	0.3662652933
911	0.3662570278
912	0.3662477345
913	0.3662252284
914	0.3662171063
915	0.3662040253
916	0.3661979932
917	0.3661859351
918	0.366179066
919	0.3661661426
920	0.366161374
921	0.3661505493
922	0.3661411847
923	0.3661373019
924	0.366129903
925	0.3661202313
926	0.3661061175
927	0.366099315
928	0.3660900335
929	0.3660830346
930	0.3660761689
931	0.3660687472
932	0.3660551509
933	0.3660389717
934	0.3660302289
935	0.3660226674
936	0.3660188694
937	0.3660076849
938	0.3659976144
939	0.3659880022
940	0.3659681555
941	0.3659493255
942	0.365934642
943	0.3659217955
944	0.3659163876
945	0.3659014203
946	0.3658932273
947	0.3658864739
948	0.3658817733
949	0.3658771166
950	0.3658712394
951	0.3658608513
952	0.365852082
953	0.3658366829
954	0.3658183895
955	0.3658135893
956	0.3658064559
957	0.3657978425
958	0.3657877966
959	0.3657776948
960	0.3657541281
961	0.3657471346
962	0.3657358445
963	0.3657243183
964	0.3657126618
965	0.3657027196
966	0.3656934688
967	0.3656846133
968	0.365671086
969	0.3656584825
970	0.3656514311
971	0.3656434389
972	0.3656304987
973	0.3656244823
974	0.365617222
975	0.3656083778
976	0.3656036071
977	0.365596859
978	0.3655817895
979	0.3655755178
980	0.3655642788
981	0.3655552318
982	0.3655491154
983	0.3655407314
984	0.3655342275
985	0.3655184862
986	0.3655119106
987	0.3654939505
988	0.3654882667
989	0.3654814662
990	0.365464754
991	0.3654547074
992	0.3654502569
993	0.365442141
994	0.3654366576
995	0.3654302128
996	0.3654229371
997	0.365418675
998	0.3654040445
999	0.3653938971
1000	0.3653879061
1001	0.3653807051
1002	0.3653742172
1003	0.3653595982
1004	0.3653468342
1005	0.3653369837
1006	0.3653222909
1007	0.3653117604
1008	0.3653047657
1009	0.3652857718
1010	0.3652728468
1011	0.3652609415
1012	0.3652492107
1013	0.3652377844
1014	0.3652313578
1015	0.3652172796
1016	0.365204869
1017	0.3651880891
1018	0.3651714646
1019	0.3651613229
1020	0.3651508973
1021	0.3651392914
1022	0.3651331191
1023	0.3651243243
1024	0.3651035366
1025	0.3650944897
1026	0.3650824096
1027	0.3650778138
1028	0.3650703641
1029	0.3650557993
1030	0.3650522236
1031	0.365034007
1032	0.3650268532
1033	0.3650177557
1034	0.3650116743
1035	0.3650062988
1036	0.3649981291
1037	0.3649882218
1038	0.3649764091
1039	0.3649721465
1040	0.364963388
1041	0.3649486963
1042	0.3649326812
1043	0.3649181803
1044	0.3649036942
1045	0.3648980603
1046	0.3648878572
1047	0.3648792903
1048	0.3648747757
1049	0.3648647004
1050	0.3648499246
1051	0.364843344
1052	0.3648301739
1053	0.3648239406
1054	0.3648144533
1055	0.3648045367
1056	0.3647980117
1057	0.3647825226
1058	0.364773399
1059	0.3647681828
1060	0.3647626903
1061	0.3647414117
1062	0.3647264359
1063	0.3647204747
1064	0.3647117268
1065	0.3646976255
1066	0.3646944013
1067	0.3646833781
1068	0.3646757414
1069	0.3646603565
1070	0.3646519787
1071	0.3646459111
1072	0.3646369572
1073	0.364628854
1074	0.364622483
1075	0.3646118207
1076	0.3646000381
1077	0.3645811368
1078	0.3645773094
1079	0.3645723909
1080	0.3645571724
1081	0.3645425022
1082	0.3645363804
1083	0.3645251185
1084	0.3645186065
1085	0.3645120658
1086	0.3645036935
1087	0.3644917509
1088	0.3644763106
1089	0.3644646252
1090	0.3644553986
1091	0.3644485847
1092	0.3644411323
1093	0.3644374838
1094	0.3644285483
1095	0.3644182432
1096	0.3644080514
1097	0.3643964681
1098	0.3643905588
1099	0.3643778429
1100	0.3643661036
1101	0.3643555877
1102	0.3643466971
1103	0.3643413503
1104	0.3643268535
1105	0.3643178946
1106	0.364307621
1107	0.364298287
1108	0.3642933827
1109	0.3642818543
1110	0.3642771831
1111	0.36425875
1112	0.3642388009
1113	0.3642256058
1114	0.3642198684
1115	0.3642124721
1116	0.3642039478
1117	0.364198147
1118	0.364192326
1119	0.3641870889
1120	0.3641767697
1121	0.3641661089
1122	0.3641600503
1123	0.3641529588
1124	0.3641454529
1125	0.3641264352
1126	0.364116419
1127	0.3641059347
1128	0.3640907788
1129	0.3640864252
1130	0.3640710535
1131	0.3640567849
1132	0.364050645
1133	0.3640453571
1134	0.3640404367
1135	0.3640219197
1136	0.3640119783
1137	0.3640066991
1138	0.3640005196
1139	0.3639895846
1140	0.363985497
1141	0.3639775067
1142	0.3639650575
1143	0.3639589591
1144	0.3639506035
1145	0.3639404158
1146	0.3639323106
1147	0.3639208741
1148	0.3639112888
1149	0.3638927832
1150	0.3638871329
1151	0.3638762238
1152	0.3638689535
1153	0.3638639177
1154	0.3638597103
1155	0.363852016
1156	0.3638449294
1157	0.3638360078
1158	0.3638293692
1159	0.3638248902
1160	0.3638135046
1161	0.3638091174
1162	0.3638039857
1163	0.3637964436
1164	0.3637828768
1165	0.3637659017
1166	0.3637506156
1167	0.3637441608
1168	0.3637365209
1169	0.3637291413
1170	0.3637218793
1171	0.363709625
1172	0.3637030732
1173	0.3636871127
1174	0.363679093
1175	0.3636690887
1176	0.3636498102
1177	0.3636439571
1178	0.3636325441
1179	0.3636294237
1180	0.3636201749
1181	0.3636080362
1182	0.3635977664
1183	0.3635874946
1184	0.3635776423
1185	0.3635702661
1186	0.3635603689
1187	0.3635505984
1188	0.3635408629
1189	0.3635375626
1190	0.3635266888
1191	0.3635224514
1192	0.3635122465
1193	0.3635010876
1194	0.3634985547
1195	0.3634911827
1196	0.3634859124
1197	0.3634829182
1198	0.3634592023
1199	0.3634532119
1200	0.3634435653
1201	0.3634324997
1202	0.3634255433
1203	0.363413365
1204	0.3633950259
1205	0.3633808551
1206	0.3633691132
1207	0.3633583114
1208	0.3633536035
1209	0.363339969
1210	0.3633333867
1211	0.3633258552
1212	0.3633230833
1213	0.363311679
1214	0.3633028611
1215	0.3632944424
1216	0.363286334
1217	0.3632794547
1218	0.3632745414
1219	0.3632673341
1220	0.3632645219
1221	0.3632563153
1222	0.3632511583
1223	0.3632419191
1224	0.3632345363
1225	0.36322731
1226	0.3632144563
1227	0.3631997797
1228	0.3631859935
1229	0.3631787121
1230	0.3631669989
1231	0.3631598091
1232	0.363137876
1233	0.3631330548
1234	0.3631244328
1235	0.3631143315
1236	0.3631087919
1237	0.3630992912
1238	0.3630877146
1239	0.3630760532
1240	0.3630716865
1241	0.3630701744
1242	0.3630589739
1243	0.363045244
1244	0.363035994
1245	0.3630207718
1246	0.3630143895
1247	0.3630072443
1248	0.3629880553
1249	0.3629794694
1250	0.3629757077
1251	0.3629701059
1252	0.3629601398
1253	0.3629502049
1254	0.3629382624
1255	0.3629263813
1256	0.362916747
1257	0.3629026892
1258	0.3628873297
1259	0.3628836581
1260	0.3628771112
1261	0.3628636623
1262	0.3628570516
1263	0.3628491525
1264	0.3628350456
1265	0.3628290302
1266	0.3628146397
1267	0.3628024373
1268	0.3627884875
1269	0.3627808763
1270	0.3627738959
1271	0.3627681728
1272	0.3627582738
1273	0.3627440262
1274	0.3627302152
1275	0.3627251957
1276	0.3627133218
1277	0.3627056743
1278	0.362692885
1279	0.3626800063
1280	0.3626730149
1281	0.3626685502
1282	0.3626629743
1283	0.3626600841
1284	0.3626566137
1285	0.362652207
1286	0.362645841
1287	0.3626386573
1288	0.3626304336
1289	0.3626174757
1290	0.3626103598
1291	0.3625988118
1292	0.3625966861
1293	0.3625818891
1294	0.3625723597
1295	0.3625587132
1296	0.3625529676
1297	0.3625471159
1298	0.3625361452
1299	0.3625296972
1300	0.3625210557
1301	0.362512483
1302	0.3624989353
1303	0.3624949732
1304	0.3624865419
1305	0.3624744832
1306	0.3624660473
1307	0.3624534661
1308	0.3624504041
1309	0.3624434139
1310	0.3624360163
1311	0.3624232474
1312	0.3624106411
1313	0.3624014648
1314	0.3623849795
1315	0.3623797787
1316	0.3623728508
1317	0.3623647853
1318	0.3623611142
1319	0.3623519808
1320	0.3623357158
1321	0.3623283013
1322	0.3623175771
1323	0.3623078757
1324	0.3623049198
1325	0.3622997589
1326	0.3622880773
1327	0.3622745136
1328	0.3622700381
1329	0.3622582789
1330	0.3622527359
1331	0.3622480575
1332	0.3622405459
1333	0.3622349345
1334	0.3622267299
1335	0.3622059748
1336	0.362199966
1337	0.3621929986
1338	0.3621891984
1339	0.362186012
1340	0.3621751558
1341	0.362166303
1342	0.3621579745
1343	0.3621484038
1344	0.3621372234
1345	0.362130315
1346	0.3621261366
1347	0.3621113946
1348	0.3621029135
1349	0.3620907038
1350	0.3620863325
1351	0.3620739445
1352	0.3620687005
1353	0.362065233
1354	0.3620595577
1355	0.3620542622
1356	0.362050143
1357	0.3620434248
1358	0.3620296679
1359	0.3620256904
1360	0.3620170081
1361	0.362011254
1362	0.362001497
1363	0.3619895932
1364	0.3619836502
1365	0.3619746829
1366	0.3619711545
1367	0.3619606236
1368	0.3619527785
1369	0.3619486506
1370	0.3619358427
1371	0.3619231378
1372	0.3619111587
1373	0.3619008344
1374	0.3618956387
1375	0.3618905982
1376	0.3618780225
1377	0.3618742702
1378	0.3618689029
1379	0.3618592199
1380	0.3618552913
1381	0.3618491819
1382	0.3618419752
1383	0.3618389095
1384	0.3618361521
1385	0.361828659
1386	0.3618202297
1387	0.361810489
1388	0.3618016564
1389	0.3617885287
1390	0.3617770492
1391	0.3617699485
1392	0.361764911
1393	0.3617550548
1394	0.3617518634
1395	0.3617478481
1396	0.3617421773
1397	0.3617382921
1398	0.3617355801
1399	0.3617293245
1400	0.3617246117
1401	0.3617183014
1402	0.3617132978
1403	0.3616979933
1404	0.3616878649
1405	0.3616815952
1406	0.3616774191
1407	0.3616638904
1408	0.361655646
1409	0.3616515319
1410	0.3616416036
1411	0.3616363294
1412	0.3616272103
1413	0.3616112964
1414	0.3616051797
1415	0.3615967712
1416	0.361582249
1417	0.3615795816
1418	0.3615742846
1419	0.3615592259
1420	0.361546674
1421	0.3615334958
1422	0.3615270514
1423	0.3615198085
1424	0.3615134272
1425	0.3615090462
1426	0.3615015057
1427	0.3614968331
1428	0.3614778936
1429	0.361467631
1430	0.3614643137
1431	0.3614618928
1432	0.3614479123
1433	0.3614418133
1434	0.3614352999
1435	0.3614302997
1436	0.3614263755
1437	0.3614212102
1438	0.3614138254
1439	0.3614070395
1440	0.3614025292
1441	0.3613985945
1442	0.361390769
1443	0.3613888551
1444	0.3613835652
1445	0.3613770169
1446	0.3613766985
1447	0.3613686192
1448	0.3613601264
1449	0.3613550362
1450	0.3613497723
1451	0.3613416376
1452	0.3613342516
1453	0.3613260585
1454	0.3613219363
1455	0.3613146963
1456	0.3613042938
1457	0.3612989139
1458	0.3612920363
1459	0.3612898191
1460	0.3612865891
1461	0.3612763675
1462	0.3612737115
1463	0.3612633192
1464	0.3612544794
1465	0.3612491605
1466	0.3612375214
1467	0.3612302703
1468	0.3612246623
1469	0.3612129848
1470	0.3612047836
1471	0.3611938771
1472	0.3611869025
1473	0.361183255
1474	0.3611748385
1475	0.361169515
1476	0.3611587979
1477	0.3611505524
1478	0.3611456585
1479	0.3611337951
1480	0.3611291487
1481	0.3611263534
1482	0.3611226008
1483	0.361113439
1484	0.3611040396
1485	0.3610962871
1486	0.3610871704
1487	0.3610757382
1488	0.3610692375
1489	0.3610605129
1490	0.3610568895
1491	0.361050682
1492	0.3610438887
1493	0.3610374364
1494	0.3610228607
1495	0.3610108635
1496	0.36100209
1497	0.3609934321
1498	0.3609901164
1499	0.3609801797
1500	0.3609740013
1501	0.3609669286
1502	0.3609614
1503	0.3609576909
1504	0.3609487859
1505	0.3609426514
1506	0.3609365295
1507	0.3609217432
1508	0.3609126515
1509	0.3608998805
1510	0.3608891003
1511	0.3608778559
1512	0.3608750962
